,,,,,tRun,pBrakeTotal,rPedal,vCar
129.9089508,0.554061094,0,48.23561014,,,,,
129.9898224,0.469788008,0,45.58457008,,,,,
130.0743408,0.347049492,0,43.32385336,,,,,
130.1599884,0.085855,0,41.7421358,,,,,
130.245163,0,100,42.2080553,,,,,
130.3305359,0,100,42.2080553,,,,,
130.4196014,0.291325742,0,42.02390399,,,,,
130.5161591,0.517585352,0,38.70397905,,,,,
130.619278,0.361737461,0,35.75233613,,,,,
130.7241669,0.078967266,0,33.98298597,,,,,
130.8281708,0,100,34.56593037,,,,,
130.9322815,0,100,34.56813107,,,,,
131.0419464,0.237795,0,34.48918406,,,,,
131.1620026,0.382908828,0,31.08023217,,,,,
131.2821655,0,100,28.81021827,,,,,
131.3980255,0,100,31.02711675,,,,,
131.5128632,0,100,31.02711675,,,,,
131.6213989,0,100,31.58707571,,,,,
131.7194061,0,100,34.66159375,,,,,
131.8134766,0,100,38.70756677,,,,,
131.9115143,0.235826816,0,37.71867443,,,,,
132.0148163,0.279477363,0,35.62067882,,,,,
132.1194763,0.056865396,0,33.98298597,,,,,
132.2230072,0,100,34.72194984,,,,,
132.3264465,0,100,34.7241368,,,,,
132.4274597,0,100,34.79120142,,,,,
132.5218506,0,100,36.39274585,,,,,
132.6078949,0,100,39.77063736,,,,,
132.6880035,0,100,43.80290838,,,,,
132.7686462,0.034241333,0,45.95353875,,,,,
132.8542633,0.472514688,0,43.20713401,,,,,
132.9446411,0.377807188,0,40.76234837,,,,,
133.0391235,0.27893377,0,38.79797044,,,,,
133.1364441,0.168910625,0,37.3083354,,,,,
133.2347565,0.045490244,0,36.5693681,,,,,
133.3325653,0,100,36.5693681,,,,,
133.4298859,0,100,36.94069883,,,,,
133.5268555,0,100,36.94069883,,,,,
133.621521,0,100,37.20969199,,,,,
133.7118683,0,100,38.75048894,,,,,
133.8022766,0,100,40.82963271,,,,,
133.8989258,0.414358203,0,38.70085138,,,,,
134.0033722,0.422451445,0,35.68837515,,,,,
134.1154022,0.328448242,0,33.15322703,,,,,
134.2348328,0.260667813,0,31.02711675,,,,,
134.3588257,0.136036836,0,29.17970192,,,,,
134.4819946,0,100,28.81021827,,,,,
134.6035767,0,100,29.56765976,,,,,
134.723877,0,100,29.57021751,,,,,
134.8377686,0,100,30.19624888,,,,,
134.9423981,0,100,32.93671071,,,,,
135.0447998,0,100,35.78283346,,,,,
135.1533508,0.280990918,0,34.4309291,,,,,
135.2705231,0.330858945,0,31.81167041,,,,,
135.394516,0.212865898,0,29.54918557,,,,,
135.5204926,0.049687681,0,28.44073462,,,,,
135.6460571,0,100,28.63322523,,,,,
135.7700806,0,100,28.63322523,,,,,
135.8870087,0,100,29.34040431,,,,,
135.9933319,0,100,32.14896415,,,,,
136.0957184,0,100,35.47754082,,,,,
136.2031555,0.231168359,0,34.74666219,,,,,
136.3191071,0.336454297,0,32.18021679,,,,,
136.4449005,0.306104043,0,29.82701586,,,,,
136.5810394,0.254747754,0,27.33228366,,,,,
136.7221069,0.099817549,0,25.48486712,,,,,
136.8607788,0,100,25.48486712,,,,,
136.9971161,0,100,26.36638878,,,,,
137.1302643,0,100,26.36925037,,,,,
137.2525177,0,100,27.63619615,,,,,
137.3600922,0,100,31.17234216,,,,,
137.4543457,0,100,35.67277458,,,,,
137.5379333,0,100,40.61004365,,,,,
137.6137848,0,100,45.40784141,,,,,
137.6847839,0,100,49.38751199,,,,,
137.7549744,0,100,51.87799385,,,,,
137.8277893,0.375665898,0,50.56088179,,,,,
137.9041901,0.466716523,0,48.19760777,,,,,
137.9844666,0.432685156,0,45.90326948,,,,,
138.0688934,0.400493438,0,43.66840836,,,,,
138.1576996,0.364114648,0,41.50191649,,,,,
138.2509003,0.314621465,0,39.46242304,,,,,
138.3477478,0.225492246,0,37.67781906,,,,,
138.4458008,0.060492935,0,36.5693681,,,,,
138.5435944,0,100,36.76014553,,,,,
138.640976,0,100,36.76221577,,,,,
138.7354279,0,100,37.07510958,,,,,
138.823288,0,100,39.04991421,,,,,
138.9034729,0,100,42.78609019,,,,,
138.980011,0,100,46.8747382,,,,,
139.0588226,0.24817207,0,47.07799197,,,,,
139.1427612,0.518184492,0,44.14515626,,,,,
139.2314911,0.404465781,0,41.51659353,,,,,
139.3237457,0.25439752,0,39.52523388,,,,,
139.4168549,0.046555439,0,38.41678293,,,,,
139.5095215,0,100,38.79858499,,,,,
139.6016388,0,100,38.80055223,,,,,
139.6910553,0,100,39.25343578,,,,,
139.7752075,0,100,41.15426471,,,,,
139.853241,0,100,44.29137044,,,,,
139.9263916,0,100,47.85207086,,,,,
139.9983978,0,100,50.43307657,,,,,
140.0733185,0.387224453,0,49.42787641,,,,,
140.1529846,0.558122656,0,46.53721443,,,,,
140.2377319,0.500099297,0,43.72392704,,,,,
140.3276062,0.417500742,0,41.10835563,,,,,
140.421936,0.309829004,0,38.90554711,,,,,
140.5178223,0.088037334,0,37.3083354,,,,,
140.6132507,0,100,37.67781906,,,,,
140.7080688,0,100,37.67781906,,,,,
140.8001709,0,100,38.15420989,,,,,
140.8870239,0,100,39.91381313,,,,,
140.967514,0,100,42.87311214,,,,,
141.0419464,0,100,46.45698684,,,,,
141.1113434,0,100,50.1345817,,,,,
141.1768036,0,100,53.47301173,,,,,
141.2410889,0,100,56.3575969,,,,,
141.3068848,0.277419922,0,55.50374702,,,,,
141.3744965,0.317599766,0,53.78278817,,,,,
141.4434509,0.208866836,0,52.55634071,,,,,
141.51297,0.067147896,0,51.7181841,,,,,
141.5823517,0,100,51.7181841,,,,,
141.6516113,0,100,51.90325552,,,,,
141.7207489,0,100,51.90474554,,,,,
141.7893829,0,100,52.09340468,,,,,
141.8570404,0,100,52.66781065,,,,,
141.9232483,0,100,53.61122306,,,,,
141.9874573,0,100,55.00108172,,,,,
142.0492554,0,100,56.97764759,,,,,
142.1097717,0,100,59.37748546,,,,,
142.1716614,0.296445039,0,59.42700629,,,,,
142.2365112,0.623586758,0,56.74783783,,,,,
142.3044586,0.568937734,0,54.1306734,,,,,
142.3754578,0.488702266,0,51.68813652,,,,,
142.4491425,0.37355207,0,49.57162553,,,,,
142.5240021,0.14074623,0,48.02335102,,,,,
142.5986633,0,100,48.02335102,,,,,
142.6731415,0,100,48.27631789,,,,,
142.7466583,0,100,48.27631789,,,,,
142.8172455,0,100,49.50786712,,,,,
142.8839569,0,100,52.35876549,,,,,
142.9472504,0,100,55.42302504,,,,,
143.0077515,0,100,58.1751976,,,,,
143.0658875,0,100,60.68301038,,,,,
143.1220093,0,100,62.99293209,,,,,
143.1763611,0,100,65.13848472,,,,,
143.2291718,0,100,67.1425473,,,,,
143.2806091,0,100,69.01246005,,,,,
143.3308105,0,100,70.77116378,,,,,
143.3799133,0,100,72.43121723,,,,,
143.428009,0,100,74.00835144,,,,,
143.4751587,0,100,75.51282487,,,,,
143.5214691,0,100,76.95181985,,,,,
143.5669861,0,100,78.33013601,,,,,
143.6117554,0,100,79.65173529,,,,,
143.6558533,0,100,80.9207307,,,,,
143.6993103,0,100,82.14034948,,,,,
143.7421722,0,100,83.31452609,,,,,
143.7844696,0,100,84.44958454,,,,,
143.8262329,0,100,85.54564842,,,,,
143.8674927,0,100,86.60542312,,,,,
143.9082947,0,100,87.63276757,,,,,
143.9486237,0,100,88.63398518,,,,,
143.9885406,0,100,89.61328509,,,,,
144.0280151,0,100,90.57169726,,,,,
144.0671082,0,100,91.51018299,,,,,
144.1058197,0,100,92.42962119,,,,,
144.1441956,0,100,93.33030024,,,,,
144.1828308,0.138222725,0,93.99046131,,,,,
144.2222748,0.702339844,0,92.18610255,,,,,
144.2626648,0.747195156,0,90.05247694,,,,,
144.3040314,0.715331172,0,87.95617735,,,,,
144.3463593,0.680432109,0,85.90821069,,,,,
144.3896942,0.642859336,0,83.91919251,,,,,
144.4340363,0.603197266,0,81.99999925,,,,,
144.4793854,0.561819063,0,80.1596397,,,,,
144.5257263,0.518718594,0,78.40834487,,,,,
144.5730438,0.474373008,0,76.75638009,,,,,
144.6212921,0.429274727,0,75.21222544,,,,,
144.6704559,0.383850664,0,73.78391467,,,,,
144.720459,0.339077266,0,72.4776001,,,,,
144.771286,0.301275371,0,71.29503955,,,,,
144.8229523,0.304929668,0,70.20066482,,,,,
144.8757019,0.382203906,0,68.96577506,,,,,
144.9299469,0.49998082,0,67.32347138,,,,,
144.9861145,0.598615195,0,65.23105133,,,,,
145.0445709,0.649838203,0,62.7995248,,,,,
145.1056519,0.654931602,0,60.18817283,,,,,
145.1695862,0.627677773,0,57.53061308,,,,,
145.236557,0.579603477,0,54.92327798,,,,,
145.3066101,0.514341406,0,52.44545785,,,,,
145.3796082,0.429004922,0,50.19537038,,,,,
145.4551086,0.323618711,0,48.30942791,,,,,
145.5320435,0.159607354,0,46.91490006,,,,,
145.6089783,0,100,46.54541641,,,,,
145.6856079,0,100,46.91295342,,,,,
145.7620544,0,100,46.9145945,,,,,
145.8373871,0,100,47.14996266,,,,,
145.9103699,0,100,48.28527174,,,,,
145.980423,0,100,50.23017298,,,,,
146.0475616,0,100,52.40736278,,,,,
146.111908,0,100,54.70052692,,,,,
146.173645,0,100,57.04580397,,,,,
146.2329712,0,100,59.41804557,,,,,
146.2901611,0,100,61.75983447,,,,,
146.345459,0,100,63.97804788,,,,,
146.3991089,0,100,66.04681987,,,,,
146.4512939,0,100,67.98070047,,,,,
146.5032043,0,100,69.79077211,,,,,
146.5564728,0.478102578,0,68.72871775,,,,,
146.6117706,0.66964625,0,66.23977397,,,,,
146.6692047,0.632952109,0,63.7866456,,,,,
146.7288971,0.593377305,0,61.39590578,,,,,
146.7909393,0.555201992,0,59.07264256,,,,,
146.8554688,0.51888668,0,56.81480631,,,,,
146.9225769,0.483067656,0,54.62406557,,,,,
146.9923706,0.44449918,0,52.50957675,,,,,
147.0648804,0.39933332,0,50.50333065,,,,,
147.1400146,0.343762578,0,48.6554901,,,,,
147.217453,0.270823184,0,47.04546903,,,,,
147.2965851,0.176968008,0,45.80645254,,,,,
147.3761902,0.033263342,0,45.06748523,,,,,
147.4556274,0,100,45.25561908,,,,,
147.534729,0,100,45.25561908,,,,,
147.6123352,0,100,45.6347089,,,,,
147.6869659,0,100,47.02490745,,,,,
147.7578735,0,100,49.32169364,,,,,
147.8250427,0,100,52.06747696,,,,,
147.8888397,0,100,54.97717617,,,,,
147.9497528,0,100,57.7460857,,,,,
148.0082855,0,100,60.2681189,,,,,
148.064743,0,100,62.59034528,,,,,
148.1194305,0,100,64.74668511,,,,,
148.1725311,0,100,66.76004486,,,,,
148.2245636,0,100,68.64312059,,,,,
148.276947,0.093299268,0,69.55042577,,,,,
148.3310852,0.600492813,0,67.67232822,,,,,
148.3873901,0.680582813,0,65.14384742,,,,,
148.4460602,0.666130781,0,62.5783084,,,,,
148.5073547,0.650316445,0,59.97182473,,,,,
148.5715485,0.629226484,0,57.32807685,,,,,
148.6389008,0.597017109,0,54.67523092,,,,,
148.7095947,0.544388594,0,52.07308685,,,,,
148.7835083,0.45942207,0,49.65175357,,,,,
148.8601685,0.340196133,0,47.61931882,,,,,
148.9377136,0.087930127,0,46.17593619,,,,,
149.0149536,0,100,46.54541641,,,,,
149.0919342,0,100,46.54706779,,,,,
149.167572,0,100,46.84730673,,,,,
149.2402344,0,100,48.21238781,,,,,
149.3093262,0,100,50.74975035,,,,,
149.3778839,0,100,53.30704621,,,,,
149.4494171,0.461381484,0,51.58577492,,,,,
149.5245514,0.493167266,0,48.92789932,,,,,
149.6025391,0.337052461,0,46.76459004,,,,,
149.6813354,0.075226938,0,45.43696888,,,,,
149.7598267,0,100,45.80475652,,,,,
149.8376923,0,100,45.80475652,,,,,
149.915451,0,100,46.54110428,,,,,
149.9963379,0.327760625,0,45.92444561,,,,,
150.0823517,0.481268555,0,42.96400333,,,,,
150.1704254,0.162525117,0,40.63368484,,,,,
150.2581024,0,100,41.00316849,,,,,
150.3455048,0,100,41.0050293,,,,,
150.4305573,0,100,41.26046809,,,,,
150.5101624,0,100,43.27639589,,,,,
150.5839844,0,100,47.05539792,,,,,
150.6554871,0,100,50.32844217,,,,,
150.7270355,0,100,50.24025293,,,,,
150.7984924,0,100,50.24025293,,,,,
150.8698273,0,100,50.39922497,,,,,
150.9403839,0,100,50.39922497,,,,,
151.0088348,0,100,51.49345551,,,,,
151.0770416,0,100,53.55048588,,,,,
151.1482544,0.468867148,0,51.85910768,,,,,
151.2233276,0.535650859,0,49.12060279,,,,,
151.3020935,0.43606707,0,46.64950835,,,,,
151.3839264,0.315906289,0,44.64292579,,,,,
151.4674683,0.1516571,0,43.22006697,,,,,
151.5509949,0,100,42.85058332,,,,,
151.6341705,0,100,43.22480482,,,,,
151.7171631,0,100,43.22657637,,,,,
151.7991638,0,100,43.39885902,,,,,
151.8791046,0,100,44.29478649,,,,,
151.956543,0,100,45.6474908,,,,,
152.0310211,0,100,47.20504189,,,,,
152.1018372,0,100,49.33994809,,,,,
152.1706696,0,100,52.19365827,,,,,
152.2413177,0.270273164,0,52.26056152,,,,,
152.3158569,0.548783086,0,49.50272415,,,,,
152.3942108,0.461250938,0,46.96384411,,,,,
152.4758911,0.34793875,0,44.80363504,,,,,
152.5587311,0.09751416,0,43.22006697,,,,,
152.6412048,0,100,43.58955062,,,,,
152.7234192,0,100,43.58955062,,,,,
152.8040314,0,100,43.85636712,,,,,
152.8808899,0,100,45.33727834,,,,,
152.9529114,0,100,48.22920717,,,,,
153.0205383,0,100,51.58807862,,,,,
153.0845337,0,100,54.75189826,,,,,
153.1456146,0,100,57.57936144,,,,,
153.2042389,0,100,60.14661707,,,,,
153.2607727,0,100,62.50488545,,,,,
153.3154755,0,100,64.69074415,,,,,
153.3686066,0,100,66.72791674,,,,,
153.4203186,0,100,68.62489017,,,,,
153.4707794,0,100,70.40807279,,,,,
153.5200958,0,100,72.09247467,,,,,
153.5683899,0,100,73.68988551,,,,,
153.6157227,0,100,75.21248637,,,,,
153.6622009,0,100,76.66780976,,,,,
153.7078552,0,100,78.0603738,,,,,
153.7527771,0,100,79.39449749,,,,,
153.7970123,0,100,80.67376511,,,,,
153.8405914,0,100,81.90282526,,,,,
153.8835602,0,100,83.08570166,,,,,
153.9259644,0,100,84.22678885,,,,,
153.9678345,0,100,85.33285715,,,,,
154.009201,0,100,86.40193588,,,,,
154.0500793,0,100,87.4366343,,,,,
154.0904999,0,100,88.44344807,,,,,
154.1311035,0.057614204,0,89.41191959,,,,,
154.1726227,0.67303875,0,87.70312121,,,,,
154.2152557,0.763570938,0,85.46556502,,,,,
154.2590637,0.754813984,0,83.20280209,,,,,
154.3041382,0.745971172,0,80.91321194,,,,,
154.3505707,0.736957031,0,78.59408233,,,,,
154.3984833,0.727970156,0,76.24375157,,,,,
154.4479675,0.719033125,0,73.8576054,,,,,
154.499176,0.710099531,0,71.43303459,,,,,
154.5522766,0.701290625,0,68.96454596,,,,,
154.6074524,0.690902734,0,66.44745661,,,,,
154.6648865,0.677970078,0,63.8866623,,,,,
154.7248535,0.664037891,0,61.28401698,,,,,
154.7876129,0.65030918,0,58.63340951,,,,,
154.8535309,0.63612918,0,55.92624653,,,,,
154.9229889,0.617997031,0,53.15891972,,,,,
154.9964294,0.591170156,0,50.35127999,,,,,
155.0743103,0.554561172,0,47.54713527,,,,,
155.1570435,0.512196563,0,44.79118617,,,,,
155.2451324,0.466697891,0,42.10624645,,,,,
155.3389282,0.414619219,0,39.52623638,,,,,
155.4384766,0.347281328,0,37.13045659,,,,,
155.542572,0.231719355,0,35.09143349,,,,,
155.6477661,0.042801924,0,33.98298597,,,,,
155.7523804,0,100,34.36637418,,,,,
155.8562775,0,100,34.36637418,,,,,
155.9559479,0,100,34.84313924,,,,,
156.0499573,0,100,37.28853943,,,,,
156.1434631,0,100,39.20136062,,,,,
156.2417603,0.290349395,0,37.68944052,,,,,
156.3453064,0.277186914,0,35.46091714,,,,,
156.4505157,0.072359351,0,33.98298597,,,,,
156.5551758,0,100,34.35246619,,,,,
156.658905,0,100,34.35467718,,,,,
156.7593079,0,100,34.96052463,,,,,
156.8540344,0,100,36.65357137,,,,,
156.9418793,0,100,39.24635647,,,,,
157.0225525,0,100,42.60580469,,,,,
157.0967865,0,100,46.52103021,,,,,
157.1663055,0,100,50.33572404,,,,,
157.2352142,0,100,53.08750521,,,,,
157.307373,0.496372969,0,51.26862392,,,,,
157.3841095,0.600773242,0,48.3622412,,,,,
157.4662018,0.584772031,0,45.34820972,,,,,
157.5545959,0.558766211,0,42.2406263,,,,,
157.6503448,0.517484844,0,39.09280205,,,,,
157.7543945,0.459601055,0,36.00401897,,,,,
157.8676758,0.396975391,0,33.0974749,,,,,
157.9914856,0.349002813,0,30.37589237,,,,,
158.1276093,0.311122773,0,27.70176731,,,,,
158.2729034,0.182708242,0,25.11538346,,,,,
158.4181824,0,100,24.37641788,,,,,
158.5613098,0,100,25.11538346,,,,,
158.7019958,0,100,25.11838582,,,,,
158.8338623,0,100,25.98913574,,,,,
158.9517822,0,100,28.5404801,,,,,
159.0552063,0,100,32.43587531,,,,,
159.1489563,0,100,37.08231592,,,,,
159.2434082,0.028322502,0,39.60898397,,,,,
159.3457794,0.458505664,0,36.52327362,,,,,
159.4555817,0.343238242,0,33.71501934,,,,,
159.5655518,0,100,31.76608405,,,,,
159.6725006,0,100,33.61350231,,,,,
159.7785339,0,100,33.61350231,,,,,
159.887146,0.103447715,0,34.20404101,,,,,
160.0065613,0.398340547,0,31.9986404,,,,,
160.1414032,0.421529961,0,28.2093799,,,,,
160.2845459,0.173748594,0,25.11538346,,,,,
160.4253845,0,100,25.11538346,,,,,
160.5639954,0,100,25.93541779,,,,,
160.6970825,0,100,25.93832745,,,,,
160.8150177,0,100,28.09086841,,,,,
160.9161682,0,100,32.86903842,,,,,
161.004364,0,100,38.22336191,,,,,
161.0834198,0,100,43.30075462,,,,,
161.1560822,0,100,47.65049594,,,,,
161.2240753,0,100,51.29238527,,,,,
161.2884064,0,100,54.46707107,,,,,
161.349762,0,100,57.30377992,,,,,
161.4086456,0,100,59.8790178,,,,,
161.4653931,0,100,62.24427622,,,,,
161.5203247,0,100,64.43632159,,,,,
161.5736237,0,100,66.48226264,,,,,
161.6255035,0,100,68.39549582,,,,,
161.6761169,0,100,70.18717224,,,,,
161.7255859,0,100,71.87500048,,,,,
161.7740173,0,100,73.47571408,,,,,
161.8220673,0,100,75.00137738,,,,,
161.8707581,0.251561797,0,74.61969891,,,,,
161.9203644,0.385207656,0,73.0826373,,,,,
161.9707336,0.289947344,0,71.86086246,,,,,
162.021759,0.23131707,0,70.89267934,,,,,
162.0734253,0.219756973,0,70.02593427,,,,,
162.1258087,0.23267123,0,69.11712534,,,,,
162.1789398,0.241529492,0,68.15026057,,,,,
162.2328491,0.237627383,0,67.16543318,,,,,
162.2875214,0.218911602,0,66.20680128,,,,,
162.3428345,0.177411719,0,65.33323097,,,,,
162.3986053,0.104777227,0,64.65010163,,,,,
162.4544983,0,0,64.28061798,,,,,
162.5103607,0,100,64.35172006,,,,,
162.5664368,0.02179395,0,64.35294229,,,,,
162.6236115,0.297673145,0,63.88233644,,,,,
162.6828308,0.547259766,0,61.88269586,,,,,
162.7445679,0.603909688,0,59.52624709,,,,,
162.8092346,0.625018047,0,56.94627479,,,,,
162.8773041,0.625196523,0,54.2255231,,,,,
162.9492645,0.613331797,0,51.40708931,,,,,
163.0256653,0.592113828,0,48.51762896,,,,,
163.1071014,0.558090469,0,45.58999801,,,,,
163.1940308,0.503473398,0,42.7025152,,,,,
163.286499,0.417735117,0,40.00507855,,,,,
163.3837128,0.301999043,0,37.76268494,,,,,
163.4815216,0.023370803,0,36.19988445,,,,,
163.5778809,0,100,37.3083354,,,,,
163.6737823,0,100,37.3083354,,,,,
163.7669067,0,100,37.668079,,,,,
163.854126,0,100,39.5382664,,,,,
163.9342346,0,100,42.91025963,,,,,
164.008255,0,100,46.84783201,,,,,
164.0807343,0,100,50.27550528,,,,,
164.1560822,0.373907969,0,48.92937561,,,,,
164.2350311,0.422894883,0,46.50263499,,,,,
164.3169403,0.301012109,0,44.56923848,,,,,
164.4004669,0.144466885,0,43.22006697,,,,,
164.4840546,0,100,42.85058332,,,,,
164.5673065,0,100,43.18123377,,,,,
164.6499481,0,100,43.18300874,,,,,
164.7303162,0,100,43.81258321,,,,,
164.8066406,0,100,45.66277208,,,,,
164.8782501,0,100,48.54788253,,,,,
164.9463501,0,100,51.84971438,,,,,
165.0133514,0,100,53.73923084,,,,,
165.0803223,0,100,53.56560237,,,,,
165.1471405,0,100,53.80327078,,,,,
165.2133331,0,100,53.80327078,,,,,
165.2775269,0,100,54.82434274,,,,,
165.339035,0,100,57.17630428,,,,,
165.3980713,0,100,59.72837476,,,,,
165.4549866,0,100,62.07573922,,,,,
165.5100555,0,100,64.25355043,,,,,
165.5635376,0,100,66.28592338,,,,,
165.6155853,0,100,68.18602104,,,,,
165.6663513,0,100,69.96682788,,,,,
165.7159729,0,100,71.6465949,,,,,
165.7645569,0,100,73.24150635,,,,,
165.8121796,0,100,74.7622052,,,,,
165.8589325,0,100,76.21610037,,,,,
165.9048615,0,100,77.6081769,,,,,
165.9500275,0,100,78.94252718,,,,,
165.9945068,0,100,80.22395773,,,,,
166.0383148,0,100,81.45678069,,,,,
166.0815125,0,100,82.64412715,,,,,
166.1241455,0,100,83.7887849,,,,,
166.1662292,0,100,84.89386443,,,,,
166.2077942,0,100,85.96212605,,,,,
166.2488861,0,100,86.99740812,,,,,
166.289505,0,100,88.0060827,,,,,
166.3296814,0,100,88.99250998,,,,,
166.3694458,0,100,89.9577474,,,,,
166.408783,0,100,90.90277686,,,,,
166.4477539,0,100,91.82849099,,,,,
166.4863281,0,100,92.73523999,,,,,
166.5245514,0,100,93.6217055,,,,,
166.562439,0,100,94.48720087,,,,,
166.6000977,0,100,95.33270114,,,,,
166.6380157,0.184095605,0,95.60146084,,,,,
166.6767273,0.687474922,0,93.97418095,,,,,
166.7163696,0.788844375,0,91.78907757,,,,,
166.7569885,0.772703047,0,89.5991608,,,,,
166.7986298,0.754592969,0,87.41120098,,,,,
166.8413544,0.735384688,0,85.2280202,,,,,
166.8852234,0.715461563,0,83.05269464,,,,,
166.9302673,0.695690859,0,80.88647399,,,,,
166.9765778,0.6795,0,78.72792316,,,,,
167.024231,0.674479219,0,76.55788477,,,,,
167.0733643,0.682868906,0,74.32658391,,,,,
167.1241608,0.695703203,0,71.99352914,,,,,
167.1767883,0.700321953,0,69.55561681,,,,,
167.2314453,0.688737188,0,67.05030342,,,,,
167.2882385,0.661536172,0,64.53354365,,,,,
167.3473358,0.625388789,0,62.05180964,,,,,
167.408844,0.587471836,0,59.62688177,,,,,
167.4729767,0.561750742,0,57.26036336,,,,,
167.5401001,0.568174023,0,54.8624893,,,,,
167.6108398,0.594960039,0,52.2495752,,,,,
167.6858368,0.595706953,0,49.39021394,,,,,
167.765274,0.526178945,0,46.49367428,,,,,
167.8484039,0.369891172,0,44.01482075,,,,,
167.9325867,0.084191699,0,42.48109967,,,,,
168.0163422,0,100,42.92765922,,,,,
168.1014252,0.105337441,0,42.92765922,,,,,
168.191391,0.388910195,0,41.57594712,,,,,
168.2883148,0.470806172,0,38.34589027,,,,,
168.3902283,0.275969043,0,35.83040079,,,,,
168.4929962,0.032368516,0,34.72194984,,,,,
168.594986,0,100,35.24913867,,,,,
168.6963043,0,100,35.25129817,,,,,
168.7988434,0.050267617,0,35.70826382,,,,,
168.9068909,0.252518301,0,34.41363252,,,,,
169.0174408,0.099901865,0,32.13556771,,,,,
169.1266785,0,100,32.90774803,,,,,
169.2340546,0,100,32.90774803,,,,,
169.3352356,0,100,34.06155532,,,,,
169.431076,0,100,37.00202309,,,,,
169.5251007,0,100,38.01710406,,,,,
169.6185913,0,100,38.4512525,,,,,
169.7103119,0,100,38.45324377,,,,,
169.7964783,0,100,39.95046624,,,,,
169.8755951,0,100,43.48528015,,,,,
169.9487457,0,100,47.39722694,,,,,
170.0172882,0,100,50.89994021,,,,,
170.0822144,0,100,53.98711654,,,,,
170.1441803,0,100,56.76237753,,,,,
170.2036438,0,100,59.29224535,,,,,
170.2609711,0,100,61.62297927,,,,,
170.316452,0,100,63.78818368,,,,,
170.3703156,0,100,65.8078537,,,,,
170.423172,0,100,67.69498063,,,,,
170.4760132,0,100,68.34137447,,,,,
170.5301056,0.412962539,0,67.72174605,,,,,
170.58638,0.683660234,0,65.17968342,,,,,
170.6450043,0.663970156,0,62.60891216,,,,,
170.7062225,0.641325313,0,60.02690053,,,,,
170.7702789,0.619249141,0,57.43253271,,,,,
170.8374786,0.59926707,0,54.81784021,,,,,
170.9082336,0.581241484,0,52.16689629,,,,,
170.9830017,0.565018086,0,49.46839876,,,,,
171.0624084,0.550814258,0,46.70129855,,,,,
171.1472931,0.538987813,0,43.8442959,,,,,
171.2387848,0.527943047,0,40.85998928,,,,,
171.3382874,0.506899297,0,37.72805057,,,,,
171.4470062,0.451210547,0,34.5290438,,,,,
171.5645599,0.338394375,0,31.61145504,,,,,
171.6852417,0.097337441,0,29.54918557,,,,,
171.8049622,0,100,30.03000871,,,,,
171.9237976,0,100,30.03253213,,,,,
172.0358429,0,100,30.47425769,,,,,
172.1377411,0,100,33.69466032,,,,,
172.2337189,0,100,36.86850841,,,,,
172.3286743,0,100,38.04730271,,,,,
172.4238434,5.4899E-05,0,37.67781906,,,,,
172.5187988,0,100,37.86481308,,,,,
172.6132507,0,100,37.86481308,,,,,
172.7058411,0,100,38.25967513,,,,,
172.7954102,0,100,39.39735999,,,,,
172.8819885,0,100,40.88189669,,,,,
172.9667053,0,100,42.15910095,,,,,
173.0507507,0,100,42.7108442,,,,,
173.1342773,0,100,42.85058332,,,,,
173.2174683,0,100,43.22006697,,,,,
173.3004456,0,100,43.22006697,,,,,
173.3821259,0,100,43.43340756,,,,,
173.4607391,0,100,44.58716678,,,,,
173.5358734,0,100,46.87643421,,,,,
173.6113434,0.01724496,0,48.82328553,,,,,
173.6912537,0.513109531,0,46.4591944,,,,,
173.776474,0.5150075,0,43.51556806,,,,,
173.866745,0.407975391,0,40.85570119,,,,,
173.9607849,0.256972969,0,38.78626658,,,,,
174.055954,0.06185749,0,37.67781906,,,,,
174.1508942,0,100,37.86841796,,,,,
174.245285,0,100,37.87042983,,,,,
174.3367767,0,100,38.30576274,,,,,
174.4224548,0,100,40.28220158,,,,,
174.5014191,0,100,43.63665103,,,,,
174.5744324,0,100,47.42477171,,,,,
174.6427155,0,100,51.05625836,,,,,
174.7073364,0,100,54.22650157,,,,,
174.7689514,0,100,57.06122945,,,,,
174.828064,0,100,59.63580129,,,,,
174.8850403,0,100,62.00117644,,,,,
174.940155,0,100,64.19378486,,,,,
174.9937286,0,100,66.23979457,,,,,
175.0470123,0,100,67.97559183,,,,,
175.1016541,0.434924492,0,66.95486663,,,,,
175.1580963,0.552194531,0,64.64870088,,,,,
175.2160034,0.40293375,0,62.74919373,,,,,
175.2750397,0.282273711,0,61.42295272,,,,,
175.3354034,0.310360195,0,60.35481469,,,,,
175.3977661,0.451166836,0,58.76740141,,,,,
175.4628754,0.567197266,0,56.5387922,,,,,
175.5313873,0.61388918,0,53.8883461,,,,,
175.6037903,0.603682773,0,51.06014134,,,,,
175.6804352,0.554061094,0,48.23561014,,,,,
175.7613068,0.469788008,0,45.58457008,,,,,
175.8458252,0.347049492,0,43.32385336,,,,,
175.9314728,0.085855,0,41.7421358,,,,,
176.0166473,0,100,42.2080553,,,,,
176.1020203,0,100,42.2080553,,,,,
176.1910858,0.291325742,0,42.02390399,,,,,
176.2876587,0.517585352,0,38.70397905,,,,,
176.3907623,0.361737461,0,35.75233613,,,,,
176.4956512,0.078967266,0,33.98298597,,,,,
176.5996552,0,100,34.56593037,,,,,
