,,,,,tRun,pBrakeTotal,rPedal,vCar
40.270504,0,100,38.70756677,,,,,
40.36854553,0.235826816,0,37.71867443,,,,,
40.47184753,0.279477363,0,35.62067882,,,,,
40.57649994,0.056865396,0,33.98298597,,,,,
40.68003464,0,100,34.72194984,,,,,
40.78347015,0,100,34.7241368,,,,,
40.88447571,0,100,34.79120142,,,,,
40.97888184,0,100,36.39274585,,,,,
41.06491852,0,100,39.77063736,,,,,
41.14502335,0,100,43.80290838,,,,,
41.22566605,0.034241333,0,45.95353875,,,,,
41.31129456,0.472514688,0,43.20713401,,,,,
41.40167236,0.377807188,0,40.76234837,,,,,
41.49614716,0.27893377,0,38.79797044,,,,,
41.59347153,0.168910625,0,37.3083354,,,,,
41.69178009,0.045490244,0,36.5693681,,,,,
41.78959274,0,100,36.5693681,,,,,
41.8869133,0,100,36.94069883,,,,,
41.9838829,0,100,36.94069883,,,,,
42.0785408,0,100,37.20969199,,,,,
42.16889191,0,100,38.75048894,,,,,
42.25930023,0,100,40.82963271,,,,,
42.35595322,0.414358203,0,38.70085138,,,,,
42.46039963,0.422451445,0,35.68837515,,,,,
42.57242966,0.328448242,0,33.15322703,,,,,
42.69185638,0.260667813,0,31.02711675,,,,,
42.81584549,0.136036836,0,29.17970192,,,,,
42.93901443,0,100,28.81021827,,,,,
43.06059647,0,100,29.56765976,,,,,
43.18090057,0,100,29.57021751,,,,,
43.29479218,0,100,30.19624888,,,,,
43.39942169,0,100,32.93671071,,,,,
43.50182724,0,100,35.78283346,,,,,
43.61037064,0.280990918,0,34.4309291,,,,,
43.72755051,0.330858945,0,31.81167041,,,,,
43.85153961,0.212865898,0,29.54918557,,,,,
43.97751999,0.049687681,0,28.44073462,,,,,
44.10307693,0,100,28.63322523,,,,,
44.22710037,0,100,28.63322523,,,,,
44.3440361,0,100,29.34040431,,,,,
44.45035934,0,100,32.14896415,,,,,
44.55274582,0,100,35.47754082,,,,,
44.66017914,0.231168359,0,34.74666219,,,,,
44.77613831,0.336454297,0,32.18021679,,,,,
44.90192795,0.306104043,0,29.82701586,,,,,
45.03806305,0.254747754,0,27.33228366,,,,,
45.17913055,0.099817549,0,25.48486712,,,,,
45.31780243,0,100,25.48486712,,,,,
45.45414352,0,100,26.36638878,,,,,
45.58728409,0,100,26.36925037,,,,,
45.70954895,0,100,27.63619615,,,,,
45.81711197,0,100,31.17234216,,,,,
