vCar,NGear,gLong,gLat,sRun,tRun,aSteerNeutral,xCar,yCar,gSum,rPedal
42.65383893900885,1,-6.836725235,-11.3620271683,38.9679298401,3.3398694992,-7.06055352359386,-128.5911560059,31.6707019806,13.2603349686,0
40.769420814463345,1,-4.9636926651,-13.1580152512,39.9671058655,3.4294652939,-8.92229745889264,-127.5952911377,31.5794353485,14.063129425,0
39.52523388281289,1,-1.4503891468,-14.9171295166,40.9662857056,3.5201134682,-10.721379532611417,-126.6143722534,31.3871326447,14.9874744415,0
39.83741357990913,1,0.4783126116,-17.5414581299,41.965461731,3.6104063988,-11.4864025496005,-125.6661071777,31.0735549927,17.5479793549,100
39.83741357990913,1,0.6432514191,-15.9362621307,42.9646377563,3.70023036,-10.45968509903787,-124.7720413208,30.6303253174,15.9492387772,100
40.25342429458056,1,3.7241950035,-13.1541252136,43.9638175964,3.7874920368,-8.344139017528663,-123.9392166138,30.0810432434,13.6711606979,100
42.18913136389491,1,8.6103582382,-11.0947151184,44.9629936218,3.8695728779,-6.182487451963624,-123.1622772217,29.4552516937,14.0438947678,100
45.456915920267264,1,12.0634317398,-8.9030408859,45.9621734619,3.9457044601,-4.293999915165776,-122.4306335449,28.776714325,14.9930152893,100
49.038510955511235,1,13.1945524216,-6.3787631989,46.9613494873,4.0165982246,-2.674422682520401,-121.7322845459,28.0635299683,14.6555395126,100
52.43828240537407,1,12.9225358963,-3.3529372215,47.9605293274,4.0832819939,-1.2523833812458796,-121.0553436279,27.3295307159,13.350435257,100
55.44481915414467,1,12.2048797607,0.1735794395,48.9597053528,4.1466107368,0.058753613327013184,-120.3884963989,26.5859088898,12.2061138153,100
58.15456391938886,1,7.6408395767,4.3243670464,49.9588851929,4.2080664635,1.3432613916950593,-119.7208709717,25.8425235748,8.779668808,100
58.90587710005831,1,-1.3976781368,8.3356151581,50.9580612183,4.2698531151,2.679657597359283,-119.041847229,25.1091251373,8.4519805908,0
57.52874883792092,1,-5.9832963943,11.9194030762,51.9572372437,4.3331017494,4.085770069946188,-118.3408203125,24.3963985443,13.3368663788,0
56.213737911569666,1,-4.6132626534,14.7243976593,52.9564170837,4.3975491524,5.27984679078188,-117.6071929932,23.7171077728,15.4301671982,0
55.41301719286624,1,-2.5135188103,16.0332584381,53.9555931091,4.462679863,5.911974395782099,-116.8322982788,23.0854301453,16.2290840149,0
55.043533540813165,1,-0.7879149318,16.3624343872,54.9547729492,4.5280284882,6.11287416847504,-116.0159912109,22.508556366,16.3813934326,0
55.043533540813165,1,0.3939574659,16.5443687439,55.9539489746,4.5932679176,6.180072555178285,-115.1614303589,21.9903736115,16.5490589142,100
55.22858435729251,1,0.3969580233,16.8019142151,56.9531288147,4.6583971977,6.192762195241724,-114.2724761963,21.5340938568,16.806602478,100
55.22999197920641,1,0.374705106,16.6892700195,57.9523048401,4.7234230042,6.151262816303774,-113.3535385132,21.1420974731,16.6934757233,100
55.40401871098503,1,1.2718442678,16.6429138184,58.9514808655,4.78810215,6.059026236978671,-112.4094161987,20.8158721924,16.6914405823,100
55.82320515843587,1,2.1634633541,16.5531425476,59.9506607056,4.8522033691,5.922650834040788,-111.4450683594,20.5559558868,16.6939258575,100
56.40626629178696,1,1.9684221745,16.4540863037,60.949836731,4.9157915115,5.750534335301801,-110.465461731,20.3620128632,16.5714092255,100
56.729085552491554,1,-1.7046613693,15.9023733139,61.949016571,4.9798259735,5.564525237231028,-109.4753341675,20.2329158783,15.993478775,0
55.618073410061264,1,-5.5630831718,14.8441104889,62.9481925964,5.0453767776,5.436609876994617,-108.4791030884,20.1668872833,15.8523035049,0
