vCar,gLong,gLat,sRun,tRun,IDraw,RInternal,rSoc,ECapacity,QCellDischarge,VCell,VBattery,xCar,yCar
80.73907878017697,5.4346427917,6.3853850365,774.7410888672,36.1219024658,144.9881896973,0.1405624002,0.9165819883,6809.490234375,0,0,551.7559814453,-9377333,5170742
86.2881038822369,2.3381989002,0.593506217,779.7393798828,36.3327331543,144.9916381836,0.1405801773,0.9159575105,6804.8510742188,0,0,551.7493896484,-9377335,5170747
84.40768546465162,-7.8883504868,-2.5539736748,784.7377319336,36.5606460571,0,0.1405984461,0.9159575105,6804.8510742188,0,0,589.8314208984,-9377336,5170751.5
73.49600443555644,-12.2487516403,-4.7561740875,789.7360229492,36.8245773315,0,0.1405984461,0.9159575105,6804.8510742188,0,0,589.8314208984,-9377337,5170756.5
62.855754158716664,-9.424118042,-8.2528352737,794.734375,37.1314888,0,0.1405984461,0.9159575105,6804.8510742188,0,0,589.8314208984,-9377338,5170761.5
54.40360103895917,-2.9342749119,-12.7278060913,799.7327270508,37.4560317993,0,0.1405984461,0.9159575105,6804.8510742188,0,0,589.8314208984,-9377339,5170766.5
56.48484250732599,0.8906763196,-24.6610240936,804.7310180664,37.7745933533,144.4540405273,0.1405984461,0.9151203632,6798.6318359375,0,0,551.8620605469,-9377338,5170771.5
56.48484250732599,2.3923196793,-14.6792373657,809.7293701172,38.0790252686,144.963760376,0.1406229287,0.9143322706,6792.7768554688,0,0,551.7414550781,-9377335,5170775
61.72858526053178,4.6635532379,4.3669490814,814.727722168,38.3600654602,144.9954376221,0.1406459808,0.9135878682,6787.24609375,0,0,551.7269287109,-9377331,5170778.5
66.32438923168861,4.9904885292,17.0648918152,819.7260131836,38.621295929,144.9992675781,0.1406677663,0.91284132,6781.7001953125,0,0,551.7188720703,-9377327,5170782
