a0,a1,a2,a3,a4,p0,p1,p2,p3,p4,v_final,maxSlip
33,281.555555555556,-479.111111111111,188.444444444445,71.1111111111109,33,76.6666666666667,82,76.6666666666667,95,7.75436971846108,0.473590931666065
33,277.666666666667,-453.555555555556,144.000000000001,88.8888888888886,33,76.6666666666667,82,75,90,7.7446368987243,0.473317756076317
33,343.444444444444,-881.999999999999,904.888888888887,-309.333333333333,33,76.6666666666667,78,78.3333333333333,90,7.74142839756716,0.477939919109436
33,242.111111111111,-346.888888888887,72.8888888888867,88.8888888888899,33,73.3333333333333,82,78.3333333333333,90,7.74105803075997,0.470767313725097
33,334.555555555556,-819.777777777778,780.444444444444,-238.222222222222,33,76.6666666666667,78,76.6666666666667,90,7.73062292860363,0.477317079881405
33,272.666666666667,-416.888888888889,64.0000000000005,142.222222222222,33,76.6666666666667,82,75,95,7.72399404319895,0.472968081828709
33,304,-749.777777777777,789.333333333333,-291.555555555555,33,73.3333333333333,78,80,85,7.72144549148843,0.475116349755958
33,339.555555555556,-856.444444444444,860.444444444444,-291.555555555555,33,76.6666666666667,78,76.6666666666667,85,7.72016574702649,0.477666748156265
33,247.111111111111,-383.555555555554,152.888888888887,35.5555555555566,33,73.3333333333333,82,78.3333333333333,85,7.71523147391809,0.471116991125238
33,282.666666666667,-490.222222222223,224.000000000001,35.5555555555553,33,76.6666666666667,82,75,85,7.71379094533393,0.473667429827791
35.3333333333333,178.222222222222,-123.555555555556,-184.888888888889,184.888888888889,35.3333333333333,70,82,80,90,7.69690198967006,0.498191429083827
33,233.222222222222,-284.666666666667,-51.5555555555556,160,33,73.3333333333333,82,76.6666666666667,90,7.68423218656268,0.470144456654523
33,325.666666666667,-757.555555555556,656,-167.111111111111,33,76.6666666666667,78,75,90,7.6839165614208,0.47669423917738
33,197.666666666667,-178,-122.666666666666,160,33,70,82,80,90,7.67792264621586,0.467593980553062
35.3333333333333,183.222222222222,-160.222222222222,-104.888888888889,131.555555555555,35.3333333333333,70,82,80,85,7.67424260556628,0.498541108668511
33,295.111111111111,-687.555555555554,664.888888888886,-220.444444444443,33,73.3333333333333,78,78.3333333333333,85,7.66093009494618,0.474493503764355
33,330.666666666667,-794.222222222222,736,-220.444444444444,33,76.6666666666667,78,75,85,7.65957045284956,0.477043908283235
33,202.666666666667,-214.666666666667,-42.6666666666663,106.666666666666,33,70,82,80,85,7.6561385018205,0.467943662692988
33,238.222222222222,-321.333333333333,28.4444444444442,106.666666666667,33,73.3333333333333,82,76.6666666666667,85,7.65460809767002,0.470494134973741
33,290.111111111111,-650.888888888887,584.888888888886,-167.11111111111,33,73.3333333333333,78,78.3333333333333,90,7.65189888976152,0.474143831194627
33,228.222222222222,-248,-131.555555555555,213.333333333333,33,73.3333333333333,82,76.6666666666667,95,7.64978348164353,0.469794777815327
35.3333333333333,169.333333333333,-61.3333333333324,-309.333333333335,256.000000000001,35.3333333333333,70,82,78.3333333333333,90,7.64194442911257,0.497568569262804
35.3333333333333,199.888888888889,-131.333333333333,-318.222222222222,309.333333333333,35.3333333333333,73.3333333333333,82,75,95,7.63286853796518,0.499769357382243
33,224.333333333333,-222.444444444445,-176,231.111111111111,33,73.3333333333333,82,75,90,7.62544192096964,0.469521597936248
33,188.777777777778,-115.777777777777,-247.111111111112,231.111111111112,33,70,82,78.3333333333333,90,7.62348413377273,0.466971114986347
33,281.222222222222,-588.666666666666,460.444444444444,-95.9999999999998,33,73.3333333333333,78,76.6666666666667,90,7.61910919969119,0.473520982785933
35.3333333333333,174.333333333333,-97.9999999999995,-229.333333333334,202.666666666667,35.3333333333333,70,82,78.3333333333333,85,7.61361798892292,0.497918248969267
33,219.333333333333,-185.777777777778,-256,284.444444444444,33,73.3333333333333,82,75,95,7.6130692592792,0.469171918164895
33,250.666666666667,-518.666666666667,469.333333333333,-149.333333333333,33,70,78,80,85,7.60175728540796,0.471320219793379
33,286.222222222222,-625.333333333333,540.444444444444,-149.333333333333,33,73.3333333333333,78,76.6666666666667,85,7.60033635315186,0.473870656229287
33,193.777777777778,-152.444444444444,-167.111111111112,177.777777777778,33,70,82,78.3333333333333,85,7.59551602623108,0.467320798087661
33,229.333333333333,-259.111111111111,-96.0000000000001,177.777777777778,33,73.3333333333333,82,75,85,7.59398778656138,0.469871277182919
35.3333333333333,164.333333333333,-24.6666666666657,-389.333333333335,309.333333333334,35.3333333333333,70,82,78.3333333333333,95,7.59390109771628,0.497218889484104
35.3333333333333,160.444444444444,0.888888888888743,-433.777777777777,327.111111111111,35.3333333333333,70,82,76.6666666666667,90,7.58373476298496,0.496945709212524
33,183.777777777778,-79.1111111111103,-327.111111111112,284.444444444445,33,70,82,78.3333333333333,95,7.57254953783159,0.466621431341297
33,272.333333333333,-526.444444444444,336,-24.8888888888887,33,73.3333333333333,78,75,90,7.56656917212484,0.472898132810387
33,179.888888888889,-53.5555555555559,-371.555555555555,302.222222222222,33,70,82,76.6666666666667,90,7.56544582672627,0.466348247696662
35.3333333333333,155.444444444444,37.5555555555554,-513.777777777777,380.444444444444,35.3333333333333,70,82,76.6666666666667,95,7.56280292306026,0.496596029298226
33,245.666666666667,-482,389.333333333333,-95.9999999999998,33,70,78,80,90,7.55689102604454,0.470970542713438
35.3333333333333,165.444444444444,-35.7777777777779,-353.777777777777,273.777777777778,35.3333333333333,70,82,76.6666666666667,85,7.5529904943326,0.497295389049614
33,236.777777777778,-419.777777777777,264.888888888887,-24.8888888888879,33,70,78,78.3333333333333,90,7.54993780512791,0.470347686216988
33,174.888888888889,-16.8888888888894,-451.555555555555,355.555555555555,33,70,82,76.6666666666667,95,7.54260554120654,0.465998563077193
33,241.777777777778,-456.444444444444,344.888888888888,-78.2222222222217,33,70,78,78.3333333333333,85,7.54118253800206,0.470697364213035
33,277.333333333333,-563.111111111111,416,-78.2222222222222,33,73.3333333333333,78,75,85,7.5397259010992,0.473247807135778
33,184.888888888889,-90.2222222222224,-291.555555555555,248.888888888889,33,70,82,76.6666666666667,85,7.53489087309988,0.46669793176771
35.3333333333333,151.555555555556,63.1111111111107,-558.222222222221,398.222222222222,35.3333333333333,70,82,75,90,7.52445312093846,0.49632284891725
35.3333333333333,146.555555555556,99.7777777777773,-638.222222222222,451.555555555555,35.3333333333333,70,82,75,95,7.52029202807801,0.495973168858515
33,267.333333333333,-489.777777777778,256,28.4444444444445,33,73.3333333333333,78,75,95,7.50797805934174,0.485275841730747
33,171,8.66666666666597,-495.999999999999,373.333333333333,33,70,82,75,90,7.5062417804509,0.465725378669162
33,227.888888888889,-357.555555555556,140.444444444445,46.2222222222221,33,70,78,76.6666666666667,90,7.50410890616169,0.469724828078121
33,166,45.3333333333326,-575.999999999999,426.666666666666,33,70,82,75,95,7.50083005431735,0.465375693066938
35.3333333333333,156.555555555556,26.444444444444,-478.222222222221,344.888888888889,35.3333333333333,70,82,75,85,7.49236716544037,0.496672528893813
33,232.888888888889,-394.222222222222,220.444444444444,-7.11111111111111,33,70,78,76.6666666666667,85,7.48056973285601,0.470074506998652
33,176,-28.0000000000006,-415.999999999999,319.999999999999,33,70,82,75,85,7.47427027309578,0.466075063718282
35.3333333333333,199.555555555556,-240.888888888889,-46.2222222222221,142.222222222222,35.3333333333333,70,78,75,90,7.46690286065087,0.499699408773969
33,219,-295.333333333334,16.0000000000004,117.333333333333,33,70,78,75,90,7.44847134319162,0.469101968281932
35.3333333333333,194.555555555556,-204.222222222222,-126.222222222222,195.555555555555,35.3333333333333,70,78,75,95,7.42587339096273,0.499349729392633
33,224,-332,96.0000000000004,63.9999999999999,33,70,78,75,85,7.4199505511482,0.46945164813532
33,214,-258.666666666667,-63.9999999999997,170.666666666667,33,70,78,75,95,7.40488405067992,0.468752287900829
