a0,a1,a2,a3,a4,p1,p2,p3,p4,v_final,maxSlip
12.2631578947368,467.657894736842,-1149.81578947368,1184.44736842105,-430.342105263157,12.2631578947368,78.9473684210526,78.9473684210526,84.2105263157895,7.59987793800914,0.203008766290213
10.8421052631579,476.894736842105,-1170.42105263158,1203.63157894737,-436.736842105262,10.8421052631579,78.9473684210526,78.9473684210526,84.2105263157895,7.58447048815948,0.184618616554779
9.42105263157895,486.131578947368,-1191.02631578947,1222.81578947368,-443.131578947368,9.42105263157895,78.9473684210526,78.9473684210526,84.2105263157895,7.56906794033159,0.166197288675627
8,495.368421052631,-1211.63157894737,1242,-449.526315789473,8,78.9473684210526,78.9473684210526,84.2105263157895,7.55367086486602,0.147862822852866
12.2631578947368,433.447368421053,-966.921052631578,900.236842105262,-300.078947368421,12.2631578947368,78.9473684210526,78.9473684210526,78.9473684210526,7.48663165645223,0.200125791905661
12.2631578947368,538.710526315789,-1505.07894736842,1681.81578947368,-643.499999999998,12.2631578947368,78.9473684210526,73.6842105263158,84.2105263157895,7.47799516487963,0.209009776865839
10.8421052631579,442.684210526316,-987.526315789473,919.421052631578,-306.473684210526,10.8421052631579,78.9473684210526,78.9473684210526,78.9473684210526,7.47125683505252,0.181733003869428
10.8421052631579,547.947368421052,-1525.68421052631,1701,-649.894736842104,10.8421052631579,78.9473684210526,73.6842105263158,84.2105263157895,7.46257487880408,0.1906251183263
9.42105263157895,451.921052631579,-1008.13157894737,938.605263157894,-312.868421052631,9.42105263157895,78.9473684210526,78.9473684210526,78.9473684210526,7.45588602822991,0.163309054426694
9.42105263157895,557.184210526315,-1546.28947368421,1720.18421052631,-656.289473684209,9.42105263157895,78.9473684210526,73.6842105263158,84.2105263157895,7.44715703365983,0.172209259001153
8,461.157894736842,-1028.73684210526,957.789473684209,-319.263157894736,8,78.9473684210526,78.9473684210526,78.9473684210526,7.44051845569194,0.144853951330013
8,566.421052631579,-1566.8947368421,1739.36842105263,-662.684210526315,8,78.9473684210526,73.6842105263158,84.2105263157895,7.43174214889556,0.154757558654775
12.2631578947368,399.236842105263,-784.026315789473,616.026315789473,-169.815789473684,12.2631578947368,78.9473684210526,78.9473684210526,73.6842105263158,7.37219288679094,0.197242592601868
12.2631578947368,504.5,-1322.18421052631,1397.60526315789,-513.236842105262,12.2631578947368,78.9473684210526,73.6842105263158,78.9473684210526,7.36462821024722,0.206127270466668
12.2631578947368,396.605263157895,-901.131578947368,900.236842105262,-323.763157894736,12.2631578947368,73.6842105263158,78.9473684210526,84.2105263157895,7.36067913797591,0.196945271597704
10.8421052631579,408.473684210526,-804.631578947368,635.210526315788,-176.210526315789,10.8421052631579,78.9473684210526,78.9473684210526,73.6842105263158,7.35683285155549,0.178847167765731
12.2631578947368,609.763157894737,-1860.34210526316,2179.18421052631,-856.657894736841,12.2631578947368,78.9473684210526,68.4210526315789,84.2105263157895,7.35651547490926,0.215009813955179
10.8421052631579,513.736842105263,-1342.78947368421,1416.78947368421,-519.631578947367,10.8421052631579,78.9473684210526,73.6842105263158,78.9473684210526,7.34922957664424,0.187739971462194
10.8421052631579,405.842105263158,-921.736842105263,919.421052631579,-330.157894736842,10.8421052631579,73.6842105263158,78.9473684210526,84.2105263157895,7.3453029011012,0.178549600361032
9.42105263157895,417.710526315789,-825.236842105263,654.394736842104,-182.605263157894,9.42105263157895,78.9473684210526,78.9473684210526,73.6842105263158,7.34147423239339,0.160420602072464
10.8421052631579,619,-1880.94736842105,2198.36842105263,-863.052631578946,10.8421052631579,78.9473684210526,68.4210526315789,84.2105263157895,7.34109414315841,0.196630649119533
9.42105263157895,522.973684210526,-1363.3947368421,1435.97368421052,-526.026315789473,9.42105263157895,78.9473684210526,73.6842105263158,78.9473684210526,7.33383469807655,0.169321480465547
9.42105263157895,415.078947368421,-942.342105263158,938.605263157894,-336.552631578947,9.42105263157895,73.6842105263158,78.9473684210526,84.2105263157895,7.32993406192338,0.160122790699377
8,426.947368421052,-845.842105263157,673.57894736842,-189,8,78.9473684210526,78.9473684210526,73.6842105263158,7.32611967043536,0.141962952279962
9.42105263157895,628.236842105263,-1901.55263157895,2217.55263157894,-869.447368421051,9.42105263157895,78.9473684210526,68.4210526315789,84.2105263157895,7.32567423279901,0.178815066023426
8,532.210526315789,-1384,1455.15789473684,-532.421052631577,8,78.9473684210526,73.6842105263158,78.9473684210526,7.31844382803792,0.151446963432236
8,424.315789473684,-962.947368421052,957.789473684209,-342.947368421052,8,73.6842105263158,78.9473684210526,84.2105263157895,7.31457089150591,0.141664903912862
8,637.473684210526,-1922.15789473684,2236.73684210526,-875.842105263156,8,78.9473684210526,68.4210526315789,84.2105263157895,7.31025587700563,0.161650713776674
12.2631578947368,470.28947368421,-1139.28947368421,1113.3947368421,-382.973684210525,12.2631578947368,78.9473684210526,73.6842105263158,73.6842105263158,7.25009267316376,0.203244539065143
12.2631578947368,362.394736842105,-718.236842105263,616.026315789474,-193.5,12.2631578947368,73.6842105263158,78.9473684210526,78.9473684210526,7.24743054394427,0.194061826384219
12.2631578947368,575.552631578947,-1677.44736842105,1894.97368421052,-726.394736842104,12.2631578947368,78.9473684210526,68.4210526315789,78.9473684210526,7.24300151995681,0.212127775556592
12.2631578947368,467.657894736842,-1256.3947368421,1397.60526315789,-536.921052631578,12.2631578947368,73.6842105263158,73.6842105263158,84.2105263157895,7.23859960684468,0.202947261908031
12.2631578947368,680.815789473684,-2215.60526315789,2676.55263157894,-1069.81578947368,12.2631578947368,78.9473684210526,63.1578947368421,84.2105263157895,7.23554580389286,0.221008877854501
10.8421052631579,479.526315789473,-1159.8947368421,1132.57894736842,-389.368421052631,10.8421052631579,78.9473684210526,73.6842105263158,73.6842105263158,7.23470682032634,0.184854600472856
10.8421052631579,371.631578947368,-738.842105263158,635.210526315789,-199.894736842105,10.8421052631579,73.6842105263158,78.9473684210526,78.9473684210526,7.23206067394077,0.175663520346736
10.8421052631579,584.78947368421,-1698.05263157895,1914.15789473684,-732.78947368421,10.8421052631579,78.9473684210526,68.4210526315789,78.9473684210526,7.22758951406543,0.193745969390174
10.8421052631579,476.894736842105,-1277,1416.78947368421,-543.315789473683,10.8421052631579,73.6842105263158,73.6842105263158,84.2105263157895,7.2231850675861,0.184557076591449
10.8421052631579,690.052631578947,-2236.21052631579,2695.73684210526,-1076.21052631579,10.8421052631579,78.9473684210526,63.1578947368421,84.2105263157895,7.22011266086322,0.202824901107752
9.42105263157895,488.763157894737,-1180.5,1151.76315789474,-395.763157894736,9.42105263157895,78.9473684210526,73.6842105263158,73.6842105263158,7.21932459273847,0.166433482503346
